,Edad,Género,Ingresos,Altura,Ciudad,Nivel_Educación,Hijos
30548,42,F,82361,1.97,Chicago,Bachelor,0
30549,45,F,24026,1.58,Los Angeles,None,2
30550,73,M,88378,1.62,Houston,PhD,3
30551,3,M,51592,1.86,Phoenix,None,4
30552,37,F,75489,1.72,Los Angeles,Master,2
30553,86,M,78540,1.54,Houston,None,0
30554,51,M,72777,1.6,Chicago,Master,1
30555,15,M,40276,1.98,Chicago,None,5
30556,5,F,75579,1.55,New York,Master,5
30557,8,M,60083,1.55,New York,PhD,0
30558,60,M,79332,1.66,Los Angeles,PhD,4
30559,78,F,26314,1.57,New York,PhD,5
30560,23,F,86975,1.68,New York,None,4
30561,29,M,28418,1.85,Chicago,Bachelor,3
30562,8,F,26730,1.85,Chicago,PhD,3
30563,34,F,85573,1.85,Houston,PhD,0
30564,55,M,59426,1.69,Chicago,PhD,5
30565,53,M,31770,1.74,Los Angeles,PhD,0
30566,4,M,63165,1.96,Chicago,PhD,0
30567,7,F,20834,1.95,Phoenix,Master,1
30568,11,M,26371,1.67,Chicago,Master,0
30569,17,F,52796,1.53,Los Angeles,None,5
30570,72,F,56811,1.51,Phoenix,Bachelor,1
30571,32,F,92443,1.91,Phoenix,Master,5
30572,67,M,29611,1.58,Houston,Bachelor,0
30573,19,M,53559,1.77,Phoenix,Master,5
30574,59,M,33342,1.77,New York,Bachelor,2
30575,12,M,73739,1.71,Los Angeles,PhD,1
30576,4,F,58671,1.88,Phoenix,Bachelor,2
30577,12,F,82309,1.64,Los Angeles,Master,5
30578,93,F,30446,1.94,Phoenix,Bachelor,4
30579,96,M,86145,1.5,New York,Master,5
30580,23,M,42690,1.72,Chicago,None,0
30581,26,M,53657,1.92,Chicago,None,1
30582,17,F,89227,1.86,Los Angeles,None,5
30583,73,F,52420,1.56,Houston,Bachelor,0
30584,95,F,40751,1.57,Chicago,PhD,2
30585,81,M,36645,1.91,Phoenix,Master,0
30586,55,F,52292,1.73,Chicago,Master,4
30587,-2,,-1800,1.6,,no education,-4
30588,45,F,45209,1.71,Phoenix,None,0
30589,12,M,94665,1.81,Houston,Bachelor,5
30590,17,M,38153,1.86,Los Angeles,PhD,0
30591,163,,195294,1.97,,no education,-1
30592,191,,163601,1.69,,Bachelors,-2
30593,34,F,71035,1.76,Houston,Master,4
30594,69,F,47756,2.0,New York,PhD,3
30595,92,M,53950,1.54,Los Angeles,Master,5
30596,48,M,25203,1.84,Phoenix,Master,4
30597,2,M,74384,1.55,Houston,Master,4
30598,64,F,21027,1.71,Phoenix,Bachelor,5
30599,95,F,85535,1.73,Chicago,Master,1
30600,55,F,44214,1.79,Los Angeles,Bachelor,5
30601,56,F,54679,1.91,Houston,PhD,0
30602,97,F,69455,1.67,Phoenix,Master,3
30603,42,F,44598,1.86,Phoenix,None,4
30604,29,F,71922,1.57,Phoenix,PhD,4
30605,99,F,63697,1.9,Chicago,Bachelor,3
30606,94,M,88280,1.62,Houston,Bachelor,0
30607,97,M,39367,1.89,Phoenix,Master,2
30608,34,M,89407,1.75,New York,Bachelor,4
30609,40,F,76143,1.89,New York,Master,3
30610,49,M,81348,1.56,New York,None,1
30611,93,M,63545,1.95,Chicago,Bachelor,5
30612,6,F,85623,1.81,Phoenix,PhD,2
30613,40,M,92305,1.77,Los Angeles,None,3
30614,84,M,85961,1.81,Phoenix,None,3
30615,160,,-1629,1.69,,Bachelors,-2
30616,19,F,73126,1.71,Phoenix,PhD,5
30617,57,M,66113,1.74,New York,None,4
30618,54,M,58028,1.65,Chicago,None,5
30619,29,F,39340,1.51,Los Angeles,PhD,5
30620,82,M,22010,1.83,Houston,None,1
30621,39,F,29088,1.78,Los Angeles,Bachelor,0
30622,50,M,34136,1.53,New York,Bachelor,2
30623,186,,-1785,1.57,,no education,-1
30624,14,F,55537,1.58,Houston,Bachelor,5
30625,80,M,37233,1.84,Houston,PhD,5
30626,12,M,51129,1.98,New York,None,2
30627,159,,167980,1.95,,mastre,-2
30628,31,M,65042,1.6,New York,Master,2
30629,1,M,91390,1.6,Phoenix,None,1
30630,47,F,85177,1.89,Houston,Master,0
30631,64,F,82005,1.53,New York,None,5
30632,93,F,33715,1.69,New York,Bachelor,1
30633,96,M,97485,1.55,Houston,Bachelor,1
30634,81,F,91085,1.57,New York,PhD,0
30635,27,F,29174,1.94,Chicago,None,4
30636,94,M,46182,1.51,New York,PhD,2
30637,40,M,96014,1.88,Chicago,Master,0
30638,63,M,33099,1.81,Houston,None,5
30639,20,M,26324,1.76,Phoenix,PhD,5
30640,34,M,22111,1.6,Chicago,None,4
30641,-8,,191928,1.62,,no education,-4
30642,45,M,82449,1.86,Houston,Bachelor,0
30643,72,F,56040,1.71,Houston,None,4
30644,54,M,24835,1.63,Chicago,PhD,0
30645,11,M,90105,1.72,Chicago,None,1
30646,63,F,36783,1.58,Los Angeles,Master,1
30647,53,F,68333,1.95,Phoenix,PhD,3
30648,-4,,-1298,1.58,,Bachelors,-4
30649,22,M,87656,1.95,Houston,PhD,3
30650,21,M,77073,1.51,Chicago,None,3
30651,41,M,42778,1.74,Phoenix,None,0
30652,97,M,99094,1.53,Phoenix,Master,5
30653,13,M,52692,1.94,Chicago,Bachelor,4
30654,96,F,84098,1.96,Phoenix,Master,0
30655,184,,173103,1.96,,Bachelors,-3
30656,17,M,88244,1.64,Phoenix,Master,1
30657,59,M,69977,1.75,Houston,None,2
30658,86,M,82080,1.67,Houston,PhD,3
30659,24,F,77926,1.51,Phoenix,PhD,0
30660,51,F,78916,1.99,Los Angeles,Bachelor,2
30661,58,M,87796,1.79,Phoenix,PhD,2
30662,1,F,42916,1.62,Los Angeles,Master,0
30663,66,M,48094,1.62,New York,Bachelor,1
30664,-4,,194076,1.56,,pHd,-5
30665,54,F,31527,1.6,Chicago,PhD,1
30666,91,F,43205,1.51,Chicago,PhD,4
30667,50,F,44671,1.86,Phoenix,Master,3
30668,45,M,45559,1.63,Chicago,Master,2
30669,90,F,95294,1.72,Phoenix,Bachelor,5
30670,52,F,46107,1.72,Phoenix,PhD,3
30671,20,M,52952,1.57,Houston,None,1
30672,17,F,54001,1.54,Houston,PhD,3
30673,36,F,38020,1.61,Phoenix,None,5
30674,10,M,72172,1.67,Chicago,PhD,0
30675,80,F,51608,1.73,Los Angeles,Master,4
30676,57,M,32513,1.76,Chicago,None,0
30677,-7,,178187,1.88,,no education,-2
30678,70,F,88381,1.62,Houston,PhD,2
30679,152,,183495,1.55,,Bachelors,-3
30680,66,M,21920,1.9,New York,Master,4
30681,35,M,92745,1.69,New York,None,0
30682,80,M,66973,1.77,New York,Bachelor,3
30683,38,F,88631,1.74,Houston,PhD,5
30684,-4,,-1745,1.51,,mastre,-4
30685,60,F,92049,1.74,Houston,PhD,2
30686,11,M,60663,1.96,Phoenix,Bachelor,5
30687,85,M,66835,1.56,Phoenix,Master,5
30688,21,M,34375,1.6,Phoenix,PhD,0
30689,75,F,80921,1.97,Phoenix,Bachelor,3
30690,8,F,51789,1.83,Houston,PhD,3
30691,82,F,91809,1.52,Los Angeles,None,2
30692,27,F,82618,1.94,Chicago,Master,0
30693,47,M,85265,1.82,Houston,None,4
30694,2,F,33793,1.96,Chicago,None,4
30695,5,F,45773,1.77,New York,Master,5
30696,53,F,68502,1.52,Los Angeles,Bachelor,2
30697,154,,175737,1.75,,Bachelors,-3
30698,66,M,74772,1.51,Chicago,None,1
30699,39,F,24010,1.82,Phoenix,Master,1
30700,65,M,77337,1.8,Phoenix,Bachelor,3
30701,73,F,46844,1.61,Phoenix,Master,3
30702,62,F,91716,1.67,New York,Bachelor,4
30703,39,M,73576,1.69,Phoenix,Master,3
30704,19,F,66441,1.97,Los Angeles,None,3
30705,17,M,46484,1.96,New York,PhD,2
30706,31,M,56514,1.96,Los Angeles,Master,4
30707,41,M,28115,1.62,Los Angeles,PhD,2
30708,35,M,24335,1.81,Houston,Bachelor,2
30709,27,M,89254,1.83,Phoenix,None,5
30710,40,M,27865,1.57,New York,Bachelor,5
30711,7,M,79695,1.6,Phoenix,Bachelor,0
30712,40,M,29870,1.87,Chicago,PhD,0
30713,93,M,71934,1.72,New York,Bachelor,1
30714,54,F,50124,1.68,Los Angeles,None,4
30715,95,M,67385,1.64,Phoenix,None,0
30716,97,F,70991,1.53,Chicago,Master,0
30717,49,F,21406,1.85,New York,None,0
30718,71,F,93771,1.97,Phoenix,Bachelor,2
30719,20,F,81679,1.56,Los Angeles,Master,5
30720,15,M,21440,1.74,Los Angeles,None,5
30721,20,F,79698,1.7,New York,Master,0
30722,12,M,87207,1.6,Los Angeles,PhD,4
30723,44,M,27545,1.62,New York,Bachelor,1
30724,-2,,-1120,1.95,,no education,-3
30725,56,F,38305,1.77,Houston,None,2
30726,33,F,38742,1.94,Chicago,Master,3
30727,78,M,42358,1.78,Houston,None,5
30728,95,M,32164,1.62,Los Angeles,Bachelor,2
30729,97,M,63759,1.63,Los Angeles,Master,2
30730,46,M,48146,1.85,Phoenix,Master,5
30731,21,M,66263,1.79,New York,PhD,4
30732,46,F,42931,1.87,Houston,PhD,3
30733,33,M,85481,1.73,Phoenix,None,4
30734,-6,,161976,1.68,,no education,-4
30735,-8,,192022,1.97,,Bachelors,-2
30736,193,,158661,1.95,,no education,-4
30737,52,M,62858,1.69,New York,Master,3
30738,85,F,73743,1.99,Los Angeles,PhD,3
30739,89,F,47162,1.56,Phoenix,PhD,4
30740,36,F,53218,1.97,Los Angeles,Master,5
30741,37,M,61713,1.98,Phoenix,Master,0
30742,83,M,98599,1.65,Houston,None,3
30743,12,F,67783,1.53,Chicago,None,4
30744,99,M,99322,1.63,Phoenix,Master,4
30745,16,M,42763,1.98,Los Angeles,None,3
30746,13,M,95909,1.88,New York,Bachelor,0
30747,86,M,36353,1.81,New York,PhD,2
30748,91,F,96069,1.63,New York,Master,0
30749,79,M,39415,1.78,Houston,None,0
30750,64,F,42515,1.6,New York,Master,4
30751,100,M,97645,1.61,Los Angeles,None,0
30752,26,F,70200,1.88,Los Angeles,Bachelor,0
30753,70,F,57034,1.55,Houston,Bachelor,5
30754,71,F,52438,1.97,New York,Master,2
30755,11,M,56141,1.64,Chicago,Master,3
30756,68,M,78940,1.93,New York,None,0
30757,19,F,24399,1.76,Los Angeles,None,4
30758,60,F,24219,1.8,New York,Master,5
30759,32,F,49894,1.64,Los Angeles,Bachelor,1
30760,1,F,99896,1.91,Phoenix,Bachelor,1
30761,86,M,78417,1.95,Phoenix,Master,2
30762,55,F,34874,1.9,Phoenix,Bachelor,2
30763,30,F,32819,1.72,Los Angeles,Master,0
30764,40,M,49215,1.76,Chicago,Master,1
30765,29,F,89513,1.63,Phoenix,Master,4
30766,44,M,29585,1.68,Houston,Bachelor,1
30767,87,M,26349,1.79,Chicago,Master,4
30768,76,M,62302,1.97,Houston,Master,0
30769,37,F,29550,1.69,Chicago,Master,3
30770,65,F,52536,1.8,Los Angeles,None,0
30771,179,,-1492,1.79,,no education,-5
30772,23,M,43053,1.7,Phoenix,Bachelor,1
30773,93,F,53359,1.56,Los Angeles,PhD,2
30774,9,F,24565,1.8,Houston,PhD,1
30775,68,M,25721,1.98,Los Angeles,Master,1
30776,67,M,47269,1.74,Phoenix,None,4
30777,36,M,79702,1.67,Chicago,None,5
30778,76,F,44374,1.73,Los Angeles,Master,3
30779,54,F,77035,1.8,Los Angeles,Master,1
30780,69,M,96642,1.57,Houston,None,2
30781,3,M,20075,1.92,New York,None,3
30782,52,F,33243,1.8,Los Angeles,Master,5
30783,52,F,49707,1.92,New York,PhD,3
30784,34,M,67612,1.98,Phoenix,None,2
30785,154,,193035,1.83,,pHd,-1
30786,3,M,63161,1.84,Chicago,Bachelor,0
30787,150,,195208,1.72,,Bachelors,-3
30788,13,M,49334,1.89,New York,None,1
30789,13,F,64741,1.73,Houston,PhD,1
30790,-6,,-1219,1.67,,mastre,-4
30791,24,F,45213,1.62,Los Angeles,None,5
30792,12,M,91303,1.86,Los Angeles,Master,0
30793,-7,,154174,1.56,,Bachelors,-3
30794,48,M,92186,1.66,Los Angeles,PhD,5
30795,-5,,157264,1.7,,Bachelors,-3
30796,26,F,83956,1.81,Phoenix,PhD,5
30797,85,F,30616,1.63,Phoenix,Bachelor,3
30798,96,M,21714,1.72,Chicago,None,3
30799,36,M,53399,1.64,Chicago,Master,4
30800,11,F,61283,1.52,Chicago,None,5
30801,93,M,70807,1.86,Chicago,None,3
30802,24,F,30461,1.66,Phoenix,PhD,2
30803,32,F,99884,1.59,Los Angeles,None,5
30804,4,F,31892,1.74,Los Angeles,PhD,1
30805,16,M,37560,1.8,Houston,Master,3
30806,187,,-1355,1.55,,mastre,-2
30807,52,F,65494,1.92,Phoenix,Master,5
30808,7,F,41514,1.58,Los Angeles,Master,3
30809,-3,,178575,1.61,,pHd,-2
30810,79,F,66455,1.54,Phoenix,PhD,3
30811,96,F,60283,1.73,New York,None,4
30812,-2,,166394,1.87,,pHd,-4
30813,55,M,92065,1.56,New York,None,5
30814,1,F,20643,1.88,Los Angeles,Master,1
30815,31,M,61646,1.55,Houston,None,1
30816,64,M,35267,1.96,Phoenix,Bachelor,1
30817,19,M,34792,1.53,Phoenix,Master,3
30818,13,M,64853,1.74,Phoenix,Bachelor,0
30819,92,F,48866,1.98,New York,None,3
30820,94,F,70256,1.87,Houston,PhD,0
30821,196,,-1524,1.59,,Bachelors,-3
30822,65,M,69201,1.93,Chicago,Bachelor,2
30823,173,,-1716,1.87,,mastre,-4
30824,7,F,54488,1.5,Houston,None,1
30825,8,M,96480,1.58,Los Angeles,PhD,2
30826,26,F,32401,1.94,Los Angeles,Bachelor,0
30827,21,F,62021,1.69,New York,Master,3
30828,8,M,26066,1.73,Los Angeles,PhD,4
30829,90,M,64015,1.9,Chicago,Bachelor,4
30830,26,M,48737,1.6,Houston,PhD,3
30831,14,M,94307,1.74,New York,PhD,4
30832,77,F,61484,1.89,New York,Master,5
30833,58,F,51344,1.97,Phoenix,Master,3
30834,71,F,57881,1.77,Los Angeles,None,5
30835,76,M,28376,1.57,Phoenix,Master,1
30836,80,M,87247,1.56,Los Angeles,Bachelor,5
30837,78,M,50574,1.7,Chicago,PhD,2
30838,7,M,96801,1.76,Phoenix,PhD,5
30839,11,M,55433,1.78,New York,Master,2
30840,-10,,-1441,1.77,,no education,-5
30841,36,M,68797,1.85,Phoenix,None,2
30842,5,M,38123,1.54,Houston,PhD,0
30843,2,M,75617,1.94,Los Angeles,Master,4
30844,27,M,31290,1.56,Chicago,None,1
30845,39,F,66131,1.82,Phoenix,PhD,3
30846,61,M,38934,1.79,New York,None,0
30847,15,F,75636,1.85,New York,None,5
30848,31,M,77819,1.5,Chicago,Bachelor,3
30849,14,M,87630,1.6,New York,None,1
30850,97,F,44856,1.78,Houston,None,1
30851,166,,151687,1.67,,Bachelors,-4
30852,64,M,60522,1.62,Chicago,Master,1
30853,96,M,50396,1.54,Chicago,Bachelor,1
30854,13,M,27282,1.64,Los Angeles,Master,1
30855,76,M,61830,1.65,Chicago,Bachelor,4
30856,60,M,50871,1.87,Los Angeles,Bachelor,4
30857,98,M,84064,1.79,Houston,Bachelor,0
30858,-6,,159939,1.85,,pHd,-4
30859,72,M,46417,1.56,Houston,PhD,4
30860,54,F,54420,1.75,Chicago,Bachelor,0
30861,6,M,40434,1.96,Houston,Master,1
30862,100,M,77350,1.53,Los Angeles,None,3
30863,96,M,29095,1.89,New York,Bachelor,3
30864,189,,179026,1.55,,pHd,-4
30865,81,M,36894,1.58,Phoenix,None,1
30866,97,F,51281,1.81,Phoenix,None,1
30867,190,,-1970,1.72,,pHd,-4
30868,20,M,20210,1.96,Chicago,None,3
30869,98,F,33240,1.74,Houston,Bachelor,4
30870,46,M,24358,1.94,New York,None,5
30871,88,M,77094,1.81,Phoenix,Bachelor,2
30872,92,M,27886,1.67,Phoenix,PhD,0
30873,79,M,51559,1.6,Chicago,None,0
30874,97,F,42790,1.56,Los Angeles,Master,4
30875,7,M,29934,1.92,Phoenix,PhD,0
30876,93,M,43791,1.94,Los Angeles,PhD,4
30877,65,M,64829,1.73,Los Angeles,Bachelor,1
30878,34,F,52008,1.87,Houston,PhD,2
30879,13,M,78587,1.73,New York,Bachelor,4
30880,75,F,28798,1.95,Los Angeles,None,2
30881,83,M,28539,1.99,Chicago,Master,0
30882,37,M,60090,1.78,Chicago,None,1
30883,82,M,38860,1.94,Houston,PhD,0
30884,-7,,-1770,1.78,,no education,-5
30885,68,F,32411,1.57,Los Angeles,PhD,4
30886,43,F,46517,1.9,Phoenix,Master,3
30887,47,F,30258,1.67,Los Angeles,PhD,5
30888,2,F,33965,1.67,Houston,PhD,4
30889,81,F,46645,1.88,New York,Bachelor,5
30890,16,M,70955,1.65,Phoenix,None,2
30891,10,M,43558,1.95,Chicago,Master,1
30892,27,F,36175,1.71,Houston,None,3
30893,154,,-1005,1.73,,no education,-4
30894,44,F,48392,1.84,Los Angeles,Bachelor,5
30895,29,M,44640,1.69,Houston,None,0
30896,44,F,66918,1.59,Los Angeles,Master,2
30897,68,M,75150,1.73,Chicago,None,2
30898,22,M,52102,1.56,New York,Bachelor,5
30899,91,M,62120,1.61,Los Angeles,Bachelor,4
30900,16,M,73048,1.78,Los Angeles,None,4
30901,3,F,55637,1.81,Los Angeles,Bachelor,3
30902,61,F,93976,1.51,New York,Master,1
30903,22,M,34127,1.64,New York,None,2
30904,72,F,57702,1.62,Chicago,Master,1
30905,68,M,94244,1.75,Los Angeles,Master,5
30906,87,M,25702,1.95,Los Angeles,None,0
30907,57,F,40810,1.97,Chicago,None,4
30908,67,F,40185,1.87,Chicago,None,2
30909,96,M,92240,1.52,Houston,None,4
30910,1,M,98333,1.6,Phoenix,None,5
30911,61,F,70073,1.51,Houston,None,5
30912,18,F,63454,1.66,New York,None,0
30913,100,F,89050,1.76,New York,Bachelor,3
30914,60,F,27117,1.91,Chicago,PhD,0
30915,77,F,47231,1.74,Los Angeles,Master,4
30916,98,F,34883,1.84,Chicago,Bachelor,0
30917,8,M,71784,1.52,Chicago,Bachelor,5
30918,92,F,97401,1.83,Chicago,None,5
30919,30,F,96602,1.77,Houston,Master,0
30920,60,M,60218,1.96,Houston,None,1
30921,15,M,97557,1.71,New York,Bachelor,3
30922,54,M,67859,1.91,New York,PhD,3
30923,14,F,70806,1.66,Phoenix,PhD,4
30924,55,F,88019,1.74,Houston,Bachelor,2
30925,4,F,94057,1.99,Phoenix,Master,3
30926,71,F,40053,1.55,Houston,None,0
30927,183,,160227,1.55,,no education,-1
30928,66,F,77938,1.61,Chicago,Bachelor,5
30929,15,M,94378,1.55,Chicago,Bachelor,2
30930,100,F,46502,1.58,Chicago,Bachelor,3
30931,79,M,45516,1.55,Phoenix,Bachelor,1
30932,61,M,25509,1.93,New York,PhD,2
30933,20,F,61647,1.8,Los Angeles,Master,0
30934,17,M,26908,1.69,Chicago,None,0
30935,26,F,29261,1.94,Chicago,None,2
30936,87,F,59317,1.58,New York,PhD,0
30937,77,M,54289,1.77,Houston,None,5
30938,98,M,23169,1.93,Chicago,Bachelor,3
30939,76,M,71643,1.82,New York,Master,1
30940,82,M,20306,1.84,Chicago,None,0
30941,50,F,23054,1.77,Houston,Master,3
30942,33,F,97268,1.82,Chicago,PhD,5
30943,62,F,79296,1.97,New York,PhD,4
30944,63,M,60213,1.56,New York,Master,1
30945,100,F,62077,1.61,Los Angeles,Bachelor,2
30946,16,F,87684,1.88,Phoenix,Bachelor,4
30947,69,M,78031,1.9,Houston,PhD,3
30948,26,M,92124,1.7,Phoenix,Master,5
30949,63,M,79398,1.78,Chicago,None,1
30950,44,M,26987,1.75,Houston,None,4
30951,30,F,29174,1.59,Chicago,None,3
30952,6,F,53759,1.83,New York,None,4
30953,58,M,35952,1.95,Houston,PhD,3
30954,54,M,41035,1.96,Houston,Master,1
30955,72,M,79329,1.81,Houston,None,5
30956,-10,,162740,1.84,,Bachelors,-5
30957,1,F,36737,1.53,Los Angeles,None,4
30958,24,M,60236,1.81,Los Angeles,Bachelor,3
30959,37,F,92362,1.76,New York,Master,2
30960,71,M,30347,1.97,Los Angeles,PhD,5
30961,2,F,73901,1.81,Phoenix,Bachelor,0
30962,87,M,78816,1.61,Chicago,None,2
30963,93,F,28917,1.58,Chicago,Master,1
30964,92,F,53285,1.57,Phoenix,Master,2
30965,71,M,80022,1.62,New York,None,2
30966,47,F,76428,1.59,Chicago,Bachelor,0
30967,-3,,184034,1.92,,pHd,-3
30968,60,M,24077,1.9,Los Angeles,Master,3
30969,65,F,23497,1.62,Houston,None,5
30970,5,F,64929,1.74,Chicago,None,0
30971,2,M,71714,1.64,Los Angeles,Master,3
30972,22,M,76374,1.75,New York,Bachelor,4
30973,84,M,27156,1.89,New York,PhD,3
30974,33,M,47834,1.79,Houston,Bachelor,3
30975,86,F,47574,1.57,Phoenix,PhD,2
30976,38,M,32653,1.5,Los Angeles,Master,3
30977,25,F,90003,1.53,Houston,None,0
30978,99,M,47948,1.86,Houston,Bachelor,3
30979,18,M,36574,1.59,Chicago,None,1
30980,-2,,-1935,1.96,,mastre,-4
30981,51,F,55466,1.87,Chicago,PhD,3
30982,24,F,63925,1.64,New York,PhD,4
30983,21,F,77138,1.62,New York,PhD,0
30984,-3,,150039,1.84,,mastre,-3
30985,-5,,162118,1.53,,Bachelors,-4
30986,75,F,26580,1.81,Chicago,Master,2
30987,195,,175984,1.8,,pHd,-4
30988,50,F,53288,1.89,New York,None,4
30989,78,F,65256,1.7,Houston,Bachelor,4
30990,86,M,42953,1.77,Phoenix,PhD,5
30991,98,M,79365,1.91,Los Angeles,None,4
30992,49,M,22597,1.86,New York,None,4
30993,154,,196052,1.95,,Bachelors,-4
30994,46,F,20279,1.88,Los Angeles,Master,0
30995,59,M,88880,1.66,Chicago,None,1
30996,165,,-1282,1.78,,mastre,-2
30997,51,M,43273,1.89,Houston,None,3
30998,86,F,95793,1.76,Phoenix,PhD,1
30999,61,F,31892,1.74,Los Angeles,Bachelor,1
31000,3,M,90487,1.57,New York,PhD,5
31001,50,M,85515,1.59,Los Angeles,PhD,4
31002,199,,156019,1.74,,Bachelors,-2
31003,88,F,37041,1.98,Phoenix,Bachelor,3
31004,88,M,93239,1.74,Houston,None,4
31005,46,M,82687,2.0,New York,None,1
31006,9,F,67799,1.51,New York,Bachelor,3
31007,56,M,31711,1.52,Houston,Bachelor,2
31008,80,M,42402,1.67,Chicago,PhD,4
31009,89,F,54566,1.77,New York,Bachelor,3
31010,16,M,93774,1.64,Houston,Bachelor,4
31011,32,M,57577,1.9,Los Angeles,Master,5
31012,74,M,20256,1.97,Los Angeles,PhD,4
31013,47,M,93273,1.94,Phoenix,PhD,4
31014,90,F,25882,1.62,Los Angeles,Master,1
31015,96,F,64108,1.66,New York,PhD,5
31016,19,F,91435,1.6,Chicago,PhD,2
31017,12,F,63433,1.66,New York,None,5
31018,42,M,85873,1.93,Phoenix,PhD,3
31019,8,M,33185,1.94,Los Angeles,None,0
31020,95,F,32779,1.7,Los Angeles,None,1
31021,15,M,39023,1.8,Chicago,Bachelor,3
31022,53,M,41302,1.98,Los Angeles,Master,3
31023,39,M,90792,1.96,Houston,PhD,4
31024,19,M,68078,1.64,Chicago,Bachelor,4
31025,-3,,157159,1.7,,pHd,-3
31026,10,M,52646,1.82,Chicago,Master,0
31027,1,F,47840,1.58,Chicago,Bachelor,2
31028,168,,165973,1.93,,pHd,-1
31029,2,M,84016,1.81,Chicago,None,4
31030,28,M,50464,1.78,New York,PhD,1
31031,26,M,95218,1.75,Chicago,None,5
31032,47,F,57170,1.95,New York,PhD,1
31033,6,M,98491,1.97,Phoenix,PhD,5
31034,84,M,54555,1.77,New York,Bachelor,1
31035,67,F,82664,1.71,Houston,PhD,1
31036,99,M,40749,1.54,New York,None,3
31037,34,M,49580,1.88,Chicago,Bachelor,5
31038,21,F,35823,1.68,Chicago,Bachelor,5
31039,37,M,82647,1.76,New York,PhD,3
31040,28,F,55273,1.53,New York,Bachelor,1
31041,90,F,39150,1.77,Houston,Master,5
31042,96,F,77332,1.87,New York,Bachelor,1
31043,89,M,21014,1.9,Los Angeles,Bachelor,4
31044,15,M,30936,1.74,Los Angeles,PhD,1
31045,80,M,85144,1.94,Los Angeles,None,1
31046,69,M,54381,1.76,Houston,PhD,2
31047,29,F,24679,1.53,Los Angeles,Bachelor,2
31048,74,M,50114,1.94,Los Angeles,Bachelor,4
31049,18,M,77843,1.88,Los Angeles,Master,5
31050,37,M,74640,1.65,Phoenix,None,0
31051,70,F,79313,1.91,Chicago,None,4
31052,38,M,92673,1.55,Phoenix,Bachelor,2
31053,65,M,24462,1.81,Los Angeles,Master,4
31054,9,M,23149,1.62,New York,PhD,5
31055,29,F,23402,1.59,Houston,Bachelor,2
31056,4,F,41699,1.73,Chicago,PhD,4
31057,2,M,50404,1.66,Chicago,Bachelor,1
31058,39,M,64994,1.7,Chicago,Bachelor,4
31059,14,M,44809,1.79,Chicago,PhD,5
31060,95,F,26511,1.81,Phoenix,Bachelor,4
31061,55,M,28929,1.67,Houston,None,3
31062,-5,,-1013,1.58,,Bachelors,-3
31063,10,M,60027,1.78,Houston,None,3
31064,2,F,84872,1.55,New York,Bachelor,2
31065,41,F,74891,1.57,Los Angeles,None,4
31066,30,M,86435,1.93,Chicago,PhD,1
31067,6,F,58933,1.52,New York,Bachelor,0
31068,19,F,92491,1.75,New York,None,5
31069,13,F,24664,1.55,Phoenix,None,0
31070,-6,,187293,1.66,,Bachelors,-1
31071,10,F,59144,1.78,Houston,None,4
31072,49,F,78833,1.85,Houston,Bachelor,3
31073,61,M,47558,1.62,Chicago,None,1
31074,195,,162050,1.98,,pHd,-5
31075,47,F,80758,1.61,New York,None,5
31076,98,M,81902,1.86,Los Angeles,None,4
31077,-9,,178886,1.87,,mastre,-1
31078,71,M,89765,1.95,Houston,Bachelor,5
31079,-3,,181137,1.5,,pHd,-2
31080,90,F,75963,1.85,Chicago,Bachelor,0
31081,38,F,94696,1.89,Los Angeles,None,0
31082,52,M,91940,1.53,Los Angeles,Master,1
31083,92,M,83166,1.86,Houston,None,3
31084,32,F,42486,1.91,Phoenix,Master,4
31085,30,M,51595,1.69,New York,Bachelor,0
31086,86,F,69299,1.54,Phoenix,Master,0
31087,79,M,50250,1.89,Phoenix,None,2
31088,43,M,83183,1.51,Phoenix,None,3
31089,187,,-1570,1.52,,Bachelors,-1
31090,40,M,67058,1.71,New York,Bachelor,0
31091,71,M,43365,1.56,Houston,Master,2
31092,12,F,22707,1.76,Phoenix,None,2
31093,12,F,83827,1.93,New York,Bachelor,2
31094,1,F,28799,2.0,New York,Master,3
31095,42,M,69497,1.91,Phoenix,Bachelor,0
31096,3,M,25457,1.92,New York,Master,0
31097,16,M,72232,1.79,Houston,None,1
31098,-4,,160736,1.67,,mastre,-1
31099,36,F,29278,1.75,Phoenix,Bachelor,0
31100,64,M,59362,1.62,Los Angeles,Bachelor,0
31101,54,F,30059,1.95,Houston,Master,1
31102,34,M,85114,1.64,Phoenix,PhD,2
31103,99,F,20130,1.67,Phoenix,Master,2
31104,192,,-1440,1.85,,no education,-1
31105,63,M,94623,1.58,Houston,None,5
31106,65,M,54869,1.73,Houston,Master,4
31107,75,M,29496,1.93,Los Angeles,PhD,5
31108,55,M,32846,1.75,New York,None,5
31109,16,F,61343,1.51,Phoenix,None,1
31110,192,,-1142,1.57,,no education,-1
31111,61,F,34676,1.96,New York,PhD,2
31112,32,M,60077,1.84,Chicago,None,5
31113,71,M,32860,1.81,Phoenix,Bachelor,2
